iter	Passed	Remaining
1697	5473	973
1698	5476	970
1699	5479	966
1700	5482	963
1701	5485	960
1702	5491	957
1703	5496	954
1704	5498	951
1705	5501	948
1706	5507	945
1707	5510	942
1708	5513	938
1709	5516	935
1710	5519	932
1711	5522	929
1712	5525	925
1713	5528	922
1714	5531	919
1715	5534	915
1716	5537	912
1717	5540	909
1718	5543	906
1719	5545	902
1720	5548	899
1721	5552	896
1722	5555	893
1723	5560	890
1724	5565	887
1725	5569	884
1726	5573	880
1727	5575	877
1728	5578	874
1729	5581	871
1730	5585	868
1731	5589	864
1732	5592	861
1733	5595	858
1734	5598	855
1735	5601	851
1736	5604	848
1737	5607	845
1738	5611	842
1739	5614	839
1740	5617	835
1741	5621	832
1742	5624	829
1743	5627	826
1744	5632	823
1745	5637	820
1746	5640	816
1747	5643	813
1748	5646	810
1749	5650	807
1750	5653	803
1751	5657	800
1752	5660	797
1753	5664	794
1754	5667	791
1755	5670	787
1756	5673	784
1757	5676	781
1758	5679	778
1759	5684	775
1760	5688	771
1761	5691	768
1762	5694	765
1763	5697	762
1764	5700	759
1765	5705	756
1766	5708	752
1767	5711	749
1768	5714	746
1769	5716	742
1770	5720	739
1771	5723	736
1772	5726	733
1773	5729	729
1774	5732	726
1775	5735	723
1776	5738	720
1777	5741	716
1778	5743	713
1779	5747	710
1780	5750	707
1781	5753	703
1782	5756	700
1783	5759	697
1784	5765	694
1785	5769	691
1786	5772	688
1787	5775	684
1788	5778	681
1789	5781	678
1790	5784	674
1791	5787	671
1792	5790	668
1793	5793	665
1794	5796	661
1795	5798	658
1796	5801	655
1797	5804	652
1798	5808	648
1799	5812	645
1800	5816	642
1801	5819	639
1802	5822	636
1803	5825	632
1804	5828	629
1805	5833	626
1806	5836	623
1807	5839	620
1808	5842	616
1809	5845	613
1810	5848	610
1811	5851	607
1812	5855	603
1813	5858	600
1814	5861	597
1815	5864	594
1816	5867	590
1817	5870	587
1818	5873	584
1819	5876	581
1820	5879	577
1821	5882	574
1822	5885	571
1823	5888	568
1824	5891	564
1825	5894	561
1826	5897	558
1827	5902	555
1828	5906	552
1829	5909	548
1830	5913	545
1831	5917	542
1832	5920	539
1833	5923	536
1834	5925	532
1835	5928	529
1836	5931	526
1837	5934	523
1838	5937	519
1839	5940	516
1840	5943	513
1841	5945	510
1842	5948	506
1843	5952	503
1844	5955	500
1845	5958	497
1846	5961	493
1847	5966	490
1848	5969	487
1849	5972	484
1850	5975	480
1851	5978	477
1852	5981	474
1853	5984	471
1854	5987	468
1855	5990	464
1856	5993	461
1857	5996	458
1858	6000	455
1859	6003	451
1860	6007	448
1861	6012	445
1862	6015	442
1863	6018	439
1864	6021	435
1865	6024	432
1866	6027	429
1867	6032	426
1868	6035	423
1869	6038	419
1870	6041	416
1871	6044	413
1872	6047	410
1873	6050	406
1874	6054	403
1875	6057	400
1876	6059	397
1877	6062	393
1878	6065	390
1879	6068	387
1880	6071	384
1881	6074	380
1882	6077	377
1883	6082	374
1884	6086	371
1885	6089	368
1886	6092	364
1887	6095	361
1888	6100	358
1889	6103	355
1890	6106	351
1891	6109	348
1892	6112	345
1893	6115	342
1894	6117	338
1895	6120	335
1896	6123	332
1897	6126	329
1898	6129	325
1899	6132	322
1900	6135	319
1901	6141	316
1902	6145	313
1903	6148	310
1904	6151	306
1905	6155	303
1906	6158	300
1907	6162	297
1908	6167	294
1909	6171	290
1910	6174	287
1911	6177	284
1912	6180	281
1913	6183	277
1914	6186	274
1915	6189	271
1916	6192	268
1917	6195	264
1918	6198	261
1919	6200	258
1920	6203	255
1921	6206	251
1922	6209	248
1923	6212	245
1924	6215	242
1925	6218	238
1926	6221	235
1927	6223	232
1928	6226	229
1929	6231	226
1930	6234	222
1931	6237	219
1932	6239	216
1933	6242	213
1934	6245	209
1935	6248	206
1936	6251	203
1937	6254	200
1938	6257	196
1939	6260	193
1940	6263	190
1941	6266	187
1942	6269	183
1943	6274	180
1944	6277	177
1945	6280	174
1946	6283	171
1947	6286	167
1948	6289	164
1949	6292	161
1950	6297	158
1951	6300	154
1952	6304	151
1953	6307	148
1954	6309	145
1955	6313	142
1956	6315	138
1957	6318	135
1958	6321	132
1959	6324	129
1960	6327	125
1961	6330	122
1962	6332	119
1963	6335	116
1964	6338	112
1965	6341	109
1966	6344	106
1967	6347	103
1968	6350	99
1969	6354	96
1970	6356	93
1971	6361	90
1972	6364	87
1973	6368	83
1974	6371	80
1975	6374	77
1976	6377	74
1977	6380	70
1978	6383	67
1979	6387	64
1980	6389	61
1981	6392	58
1982	6395	54
1983	6398	51
1984	6403	48
1985	6407	45
1986	6410	41
1987	6414	38
1988	6417	35
1989	6420	32
1990	6424	29
1991	6429	25
1992	6432	22
1993	6435	19
1994	6438	16
1995	6441	12
1996	6444	9
1997	6446	6
1998	6449	3
1999	6453	0
